site,year,ions,avg_ion_conc
Q1,1989-09-12,amm_con,NA
Q1,1989-09-20,k_con,1.2953846153846154
Q1,1989-09-20,nitrate_con,365
Q1,1989-09-20,mg_con,2.970833333333333
Q1,1989-09-20,ca_con,4.2
Q1,1989-09-20,amm_con,NA
Q1,1989-09-22,k_con,1.2953846153846154
Q1,1989-09-22,nitrate_con,365
Q1,1989-09-22,mg_con,2.970833333333333
Q1,1989-09-22,ca_con,4.2
Q1,1989-09-22,amm_con,NA
Q1,1989-09-26,k_con,1.3208333333333333
Q1,1989-09-26,nitrate_con,415.7142857142857
Q1,1989-09-26,mg_con,3.0154545454545456
Q1,1989-09-26,ca_con,4.2290909090909095
Q1,1989-09-26,amm_con,NA
Q1,1989-09-26,k_con,1.3208333333333333
Q1,1989-09-26,nitrate_con,415.7142857142857
Q1,1989-09-26,mg_con,3.0154545454545456
Q1,1989-09-26,ca_con,4.2290909090909095
Q1,1989-09-26,amm_con,NA
Q1,1989-10-03,k_con,1.299090909090909
Q1,1989-10-03,nitrate_con,386.875
Q1,1989-10-03,mg_con,3.116
Q1,1989-10-03,ca_con,4.421
Q1,1989-10-03,amm_con,NA
Q1,1989-10-05,k_con,1.2845454545454544
Q1,1989-10-05,nitrate_con,360.22222222222223
